token,symbol,name,exch_seg,clean_symbol
15067,BLAL-EQ,BLAL,NSE,BLAL
15136,KAUSHALYA-EQ,KAUSHALYA,NSE,KAUSHALYA
15146,JYOTHYLAB-EQ,JYOTHYLAB,NSE,JYOTHYLAB
15156,KALYANIFRG-EQ,KALYANIFRG,NSE,KALYANIFRG
15391,RACE-EQ,RACE,NSE,RACE
157,APOLLOHOSP-EQ,APOLLOHOSP,NSE,APOLLOHOSP
166,ANDHRAPAP-EQ,ANDHRAPAP,NSE,ANDHRAPAP
1660,ITC-EQ,ITC,NSE,ITC
16657,ANIKINDS-EQ,ANIKINDS,NSE,ANIKINDS
16683,DIGISPICE-EQ,DIGISPICE,NSE,DIGISPICE
16696,GHCLTEXTIL-EQ,GHCLTEXTIL,NSE,GHCLTEXTIL
16705,GOKUL-EQ,GOKUL,NSE,GOKUL
16736,MKPL-EQ,MKPL,NSE,MKPL
16863,LPDC-EQ,LPDC,NSE,LPDC
16986,COUNCODOS-EQ,COUNCODOS,NSE,COUNCODOS
17062,PALREDTEC-EQ,PALREDTEC,NSE,PALREDTEC
1720,JAYSREETEA-EQ,JAYSREETEA,NSE,JAYSREETEA
17152,MIDCAPIETF-EQ,MIDCAPIETF,NSE,MIDCAPIETF
17388,ADANIPOWER-EQ,ADANIPOWER,NSE,ADANIPOWER
17520,RTNPOWER-EQ,RTNPOWER,NSE,RTNPOWER
17851,DLINKINDIA-EQ,DLINKINDIA,NSE,DLINKINDIA
17875,GODREJPROP-EQ,GODREJPROP,NSE,GODREJPROP
1805,KABRAEXTRU-EQ,KABRAEXTRU,NSE,KABRAEXTRU
181,ARENTERP-EQ,ARENTERP,NSE,ARENTERP
18124,DBREALTY-EQ,DBREALTY,NSE,DBREALTY
18214,TEXMOPIPES-EQ,TEXMOPIPES,NSE,TEXMOPIPES
18284,HNGSNGBEES-EQ,HNGSNGBEES,NSE,HNGSNGBEES
18760,YATRA-EQ,YATRA,NSE,YATRA
18866,MAZDA-EQ,MAZDA,NSE,MAZDA
18908,PNBHOUSING-EQ,PNBHOUSING,NSE,PNBHOUSING
19073,AARVI-EQ,AARVI,NSE,AARVI
19265,BLISSGVS-EQ,BLISSGVS,NSE,BLISSGVS
19401,BOROLTD-EQ,BOROLTD,NSE,BOROLTD
1949,KSB-EQ,KSB,NSE,KSB
19578,UGARSUGAR-EQ,UGARSUGAR,NSE,UGARSUGAR
19640,ALPHAETF-EQ,ALPHAETF,NSE,ALPHAETF
19705,LIQUIDSBI-EQ,LIQUIDSBI,NSE,LIQUIDSBI
19931,ORISSAMINE-EQ,ORISSAMINE,NSE,ORISSAMINE
20160,CANTABIL-EQ,CANTABIL,NSE,CANTABIL
20374,COALINDIA-EQ,COALINDIA,NSE,COALINDIA
20534,GRAVITA-EQ,GRAVITA,NSE,GRAVITA
20621,PENIND-EQ,PENIND,NSE,PENIND
20760,RPPINFRA-EQ,RPPINFRA,NSE,RPPINFRA
20825,HUDCO-EQ,HUDCO,NSE,HUDCO
2085,MAHSCOOTER-EQ,MAHSCOOTER,NSE,MAHSCOOTER
20854,HAPPYFORGE-EQ,HAPPYFORGE,NSE,HAPPYFORGE
20936,KIRLOSENG-EQ,KIRLOSENG,NSE,KIRLOSENG
2112,MARALOVER-EQ,MARALOVER,NSE,MARALOVER
21238,AUBANK-EQ,AUBANK,NSE,AUBANK
21623,APEX-EQ,APEX,NSE,APEX
2188,GENCON-EQ,GENCON,NSE,GENCON
21951,HFCL-EQ,HFCL,NSE,HFCL
22344,ALPL30IETF-EQ,ALPL30IETF,NSE,ALPL30IETF
22477,NOVAAGRI-EQ,NOVAAGRI,NSE,NOVAAGRI
22649,PARKHOTELS-EQ,PARKHOTELS,NSE,PARKHOTELS
22717,ENTERO-EQ,ENTERO,NSE,ENTERO
22730,VSTL-EQ,VSTL,NSE,VSTL
2277,MRF-EQ,MRF,NSE,MRF
2313,MURUDCERA-EQ,MURUDCERA,NSE,MURUDCERA
23175,KRYSTAL-EQ,KRYSTAL,NSE,KRYSTAL
23507,UEL-EQ,UEL,NSE,UEL
23512,TARACHAND-EQ,TARACHAND,NSE,TARACHAND
23590,GLOSTERLTD-EQ,GLOSTERLTD,NSE,GLOSTERLTD
23740,TBOTEK-EQ,TBOTEK,NSE,TBOTEK
23855,MIDSMALL-EQ,MIDSMALL,NSE,MIDSMALL
24086,TOP100INAV-EQ,TOP100INAV,NSE,TOP100INAV
24225,RELAXO-EQ,RELAXO,NSE,RELAXO
24292,VSTTILLERS-EQ,VSTTILLERS,NSE,VSTTILLERS
2439,NKIND-EQ,NKIND,NSE,NKIND
24445,AGIIL-EQ,AGIIL,NSE,AGIIL
1153,GLAXO-EQ,GLAXO,NSE,GLAXO
11547,HDFCLOWVOL-EQ,HDFCLOWVOL,NSE,HDFCLOWVOL
11573,FORCEMOT-EQ,FORCEMOT,NSE,FORCEMOT
11618,ASTRAMICRO-EQ,ASTRAMICRO,NSE,ASTRAMICRO
11634,SALSTEEL-EQ,SALSTEEL,NSE,SALSTEEL
11796,HPIL-EQ,HPIL,NSE,HPIL
11919,MSPL-EQ,MSPL,NSE,MSPL
11927,NECLIFE-EQ,NECLIFE,NSE,NECLIFE
11932,FUSION-EQ,FUSION,NSE,FUSION
11992,SYNCOMF-EQ,SYNCOMF,NSE,SYNCOMF
1250,CASTROLIND-EQ,CASTROLIND,NSE,CASTROLIND
12489,SWSOLAR-EQ,SWSOLAR,NSE,SWSOLAR
12533,AAATECH-EQ,AAATECH,NSE,AAATECH
12603,PRECAM-EQ,PRECAM,NSE,PRECAM
1289,GFLLIMITED-EQ,GFLLIMITED,NSE,GFLLIMITED
12913,SARVESHWAR-EQ,SARVESHWAR,NSE,SARVESHWAR
13082,SILVER1-EQ,SILVER1,NSE,SILVER1
13121,KERNEX-EQ,KERNEX,NSE,KERNEX
13192,ENIL-EQ,ENIL,NSE,ENIL
1328,MARINE-EQ,MARINE,NSE,MARINE
1327,HCL-INSYS-EQ,HCL-INSYS,NSE,HCL-INSYS
13451,RATNAMANI-EQ,RATNAMANI,NSE,RATNAMANI
13528,GMRAIRPORT-EQ,GMRAIRPORT,NSE,GMRAIRPORT
13560,GRINDWELL-EQ,GRINDWELL,NSE,GRINDWELL
13572,MANUGRAPH-EQ,MANUGRAPH,NSE,MANUGRAPH
13585,ATLANTAA-EQ,ATLANTAA,NSE,ATLANTAA
13648,TALBROAUTO-EQ,TALBROAUTO,NSE,TALBROAUTO
13671,MADHUCON-EQ,MADHUCON,NSE,MADHUCON
13735,GLOBALVECT-EQ,GLOBALVECT,NSE,GLOBALVECT
13801,SUTLEJTEX-EQ,SUTLEJTEX,NSE,SUTLEJTEX
13941,PRAENG-EQ,PRAENG,NSE,PRAENG
13951,PARACABLES-EQ,PARACABLES,NSE,PARACABLES
14043,SARLAPOLY-EQ,SARLAPOLY,NSE,SARLAPOLY
14198,TIMKEN-EQ,TIMKEN,NSE,TIMKEN
14299,PFC-EQ,PFC,NSE,PFC
14319,TFL-EQ,TFL,NSE,TFL
14413,PAGEIND-EQ,PAGEIND,NSE,PAGEIND
14418,ASTRAL-EQ,ASTRAL,NSE,ASTRAL
1442,SANOFI-EQ,SANOFI,NSE,SANOFI
14535,GOLDBETA-EQ,GOLDBETA,NSE,GOLDBETA
14552,PHOENIXLTD-EQ,PHOENIXLTD,NSE,PHOENIXLTD
14707,TIMETECHNO-EQ,TIMETECHNO,NSE,TIMETECHNO
14813,ADSL-EQ,ADSL,NSE,ADSL
14853,OMAXE-EQ,OMAXE,NSE,OMAXE
14890,AKI-EQ,AKI,NSE,AKI
14908,KDDL-EQ,KDDL,NSE,KDDL
14957,MAGNUM-EQ,MAGNUM,NSE,MAGNUM
1512,INDHOTEL-EQ,INDHOTEL,NSE,INDHOTEL
1515,INDIACEM-EQ,INDIACEM,NSE,INDIACEM
15151,MADHAV-EQ,MADHAV,NSE,MADHAV
15179,ECLERX-EQ,ECLERX,NSE,ECLERX
1530,INDIANHUME-EQ,INDIANHUME,NSE,INDIANHUME
15271,CORDSCABLE-EQ,CORDSCABLE,NSE,CORDSCABLE
15360,NAHARCAP-EQ,NAHARCAP,NSE,NAHARCAP
15377,PDMJEPAPER-EQ,PDMJEPAPER,NSE,PDMJEPAPER
15414,TITAGARH-EQ,TITAGARH,NSE,TITAGARH
1570,GMMPFAUDLR-EQ,GMMPFAUDLR,NSE,GMMPFAUDLR
1597,INGERRAND-EQ,INGERRAND,NSE,INGERRAND
17,GATECHDVR-EQ,GATECHDVR,NSE,GATECHDVR
17044,SHARIABEES-EQ,SHARIABEES,NSE,SHARIABEES
17071,URAVIDEF-EQ,URAVIDEF,NSE,URAVIDEF
17105,SUMICHEM-EQ,SUMICHEM,NSE,SUMICHEM
17207,ITADD-EQ,ITADD,NSE,ITADD
17358,UTKARSHBNK-EQ,UTKARSHBNK,NSE,UTKARSHBNK
17438,OIL-EQ,OIL,NSE,OIL
17486,EXPLEOSOL-EQ,EXPLEOSOL,NSE,EXPLEOSOL
1756,JINDALPOLY-EQ,JINDALPOLY,NSE,JINDALPOLY
17576,PVTBANKADD-EQ,PVTBANKADD,NSE,PVTBANKADD
17598,ASALCBR-EQ,ASALCBR,NSE,ASALCBR
17728,ASTEC-EQ,ASTEC,NSE,ASTEC
17747,NIITMTS-EQ,NIITMTS,NSE,NIITMTS
17795,TREL-EQ,TREL,NSE,TREL
17903,ABBOTINDIA-EQ,ABBOTINDIA,NSE,ABBOTINDIA
17987,TRF-EQ,TRF,NSE,TRF
18096,JUBLFOOD-EQ,JUBLFOOD,NSE,JUBLFOOD
18143,JIOFIN-EQ,JIOFIN,NSE,JIOFIN
18208,ORIENTLTD-EQ,ORIENTLTD,NSE,ORIENTLTD
18365,PERSISTENT-EQ,PERSISTENT,NSE,PERSISTENT
18371,NDGL-EQ,NDGL,NSE,NDGL
18608,ZAGGLE-EQ,ZAGGLE,NSE,ZAGGLE
18659,MARATHON-EQ,MARATHON,NSE,MARATHON
18883,SJVN-EQ,SJVN,NSE,SJVN
18921,VBL-EQ,VBL,NSE,VBL
18944,KINGFA-EQ,KINGFA,NSE,KINGFA
18977,UNIVASTU-EQ,UNIVASTU,NSE,UNIVASTU
19,STYRENIX-EQ,STYRENIX,NSE,STYRENIX
19020,JSWINFRA-EQ,JSWINFRA,NSE,JSWINFRA
19097,SILLYMONKS-EQ,SILLYMONKS,NSE,SILLYMONKS
19218,VALIANTLAB-EQ,VALIANTLAB,NSE,VALIANTLAB
19223,TCIEXP-EQ,TCIEXP,NSE,TCIEXP
19234,LAURUSLABS-EQ,LAURUSLABS,NSE,LAURUSLABS
19496,SECMARK-EQ,SECMARK,NSE,SECMARK
199,MASFIN-EQ,MASFIN,NSE,MASFIN
20072,INFRABEES-EQ,INFRABEES,NSE,INFRABEES
20110,GREENPOWER-EQ,GREENPOWER,NSE,GREENPOWER
2018,LUMAXIND-EQ,LUMAXIND,NSE,LUMAXIND
20182,ASHOKA-EQ,ASHOKA,NSE,ASHOKA
2029,IRFC-EQ,IRFC,NSE,IRFC
20257,ESILVER-EQ,ESILVER,NSE,ESILVER
20547,BBNPPGOLD-EQ,BBNPPGOLD,NSE,BBNPPGOLD
20698,SCHAND-EQ,SCHAND,NSE,SCHAND
21113,BFINVEST-EQ,BFINVEST,NSE,BFINVEST
21254,LOWVOLIETF-EQ,LOWVOLIETF,NSE,LOWVOLIETF
21275,SUMMITSEC-EQ,SUMMITSEC,NSE,SUMMITSEC
21406,AVADHSUGAR-EQ,AVADHSUGAR,NSE,AVADHSUGAR
2168,RAJMET-EQ,RAJMET,NSE,RAJMET
21828,TEXRAIL-EQ,TEXRAIL,NSE,TEXRAIL
21986,BANKBETF-EQ,BANKBETF,NSE,BANKBETF
22239,EBBETF0431-EQ,EBBETF0431,NSE,EBBETF0431
22255,NDRAUTO-EQ,NDRAUTO,NSE,NDRAUTO
2229,MODIRUBBER-EQ,MODIRUBBER,NSE,MODIRUBBER
22347,MACPOWER-EQ,MACPOWER,NSE,MACPOWER
22423,TOTAL-EQ,TOTAL,NSE,TOTAL
22521,GILT5BETA-EQ,GILT5BETA,NSE,GILT5BETA
2303,HAL-EQ,HAL,NSE,HAL
23127,SCILAL-EQ,SCILAL,NSE,SCILAL
23188,MOS250INAV-EQ,MOS250INAV,NSE,MOS250INAV
236,ASIANPAINT-EQ,ASIANPAINT,NSE,ASIANPAINT
23447,181NSETEST-EQ,181NSETEST,NSE,181NSETEST
23693,INDGN-EQ,INDGN,NSE,INDGN
24067,IXIGO-EQ,IXIGO,NSE,IXIGO
24077,MID150CASE-EQ,MID150CASE,NSE,MID150CASE
24117,BBNPNBETF-EQ,BBNPNBETF,NSE,BBNPNBETF
24190,SYMPHONY-EQ,SYMPHONY,NSE,SYMPHONY
24366,SBISILVER-EQ,SBISILVER,NSE,SBISILVER
24378,RELIABLE-EQ,RELIABLE,NSE,RELIABLE
24538,MAITHANALL-EQ,MAITHANALL,NSE,MAITHANALL
24391,DELPHIFX-EQ,DELPHIFX,NSE,DELPHIFX
24582,SANSTAR-EQ,SANSTAR,NSE,SANSTAR
24595,RUSHIL-EQ,RUSHIL,NSE,RUSHIL
2481,ONWARDTEC-EQ,ONWARDTEC,NSE,ONWARDTEC
24809,UNIECOM-EQ,UNIECOM,NSE,UNIECOM
24961,ORIENTTECH-EQ,ORIENTTECH,NSE,ORIENTTECH
24969,WINDMACHIN-EQ,WINDMACHIN,NSE,WINDMACHIN
2513,BCLIND-EQ,BCLIND,NSE,BCLIND
25157,RVTH-EQ,RVTH,NSE,RVTH
25340,VASWANI-EQ,VASWANI,NSE,VASWANI
25512,FLEXITUFF-EQ,FLEXITUFF,NSE,FLEXITUFF
2562,HUHTAMAKI-EQ,HUHTAMAKI,NSE,HUHTAMAKI
25621,MOME50INAV-EQ,MOME50INAV,NSE,MOME50INAV
25640,LICMFGOLD-EQ,LICMFGOLD,NSE,LICMFGOLD
25718,POLYMED-EQ,POLYMED,NSE,POLYMED
25737,SRD-EQ,SRD,NSE,SRD
25941,GODAVARIB-EQ,GODAVARIB,NSE,GODAVARIB
263,ATUL-EQ,ATUL,NSE,ATUL
2627,IT-EQ,IT,NSE,IT
2636,DIVOPPBEES-EQ,DIVOPPBEES,NSE,DIVOPPBEES
27020,ABINFRA-EQ,ABINFRA,NSE,ABINFRA
27176,NTPCGREEN-EQ,NTPCGREEN,NSE,NTPCGREEN
27353,ROSSTECH-EQ,ROSSTECH,NSE,ROSSTECH
2792,EASEMYTRIP-EQ,EASEMYTRIP,NSE,EASEMYTRIP
2799,CHEMFAB-EQ,CHEMFAB,NSE,CHEMFAB
2809,RAJSREESUG-EQ,RAJSREESUG,NSE,RAJSREESUG
28046,MOBIKWIK-EQ,MOBIKWIK,NSE,MOBIKWIK
2829,ANURAS-EQ,ANURAS,NSE,ANURAS
2859,RAYMOND-EQ,RAYMOND,NSE,RAYMOND
28687,MAMATA-EQ,MAMATA,NSE,MAMATA
28764,CEWATER-EQ,CEWATER,NSE,CEWATER
28906,MAYURUNIQ-EQ,MAYURUNIQ,NSE,MAYURUNIQ
2912,RIIL-EQ,RIIL,NSE,RIIL
29204,STALLION-EQ,STALLION,NSE,STALLION
29439,SUPREME-EQ,SUPREME,NSE,SUPREME
29459,MOSCHIP-EQ,MOSCHIP,NSE,MOSCHIP
29482,MCLOUD-EQ,MCLOUD,NSE,MCLOUD
29583,NATCAPSUQ-EQ,NATCAPSUQ,NSE,NATCAPSUQ
29590,JUBLCPL-EQ,JUBLCPL,NSE,JUBLCPL
29666,HEXT-EQ,HEXT,NSE,HEXT
29944,NIFTY100EW-EQ,NIFTY100EW,NSE,NIFTY100EW
30023,ATULAUTO-EQ,ATULAUTO,NSE,ATULAUTO
30126,GLD360INAV-EQ,GLD360INAV,NSE,GLD360INAV
30134,PRABHA-EQ,PRABHA,NSE,PRABHA
30274,SILVERCASE-EQ,SILVERCASE,NSE,SILVERCASE
3129,TRANSWORLD-EQ,TRANSWORLD,NSE,TRANSWORLD
30619,SBI150INAV-EQ,SBI150INAV,NSE,SBI150INAV
31837,SREEL-EQ,SREEL,NSE,SREEL
3273,SRF-EQ,SRF,NSE,SRF
3275,TEMBO-EQ,TEMBO,NSE,TEMBO
347,BANARBEADS-EQ,BANARBEADS,NSE,BANARBEADS
3507,MAFANG-EQ,MAFANG,NSE,MAFANG
3672,SOLARA-EQ,SOLARA,NSE,SOLARA
3772,WILLAMAGOR-EQ,WILLAMAGOR,NSE,WILLAMAGOR
3880,SOMANYCERA-EQ,SOMANYCERA,NSE,SOMANYCERA
4055,PANACEABIO-EQ,PANACEABIO,NSE,PANACEABIO
4204,MOTHERSON-EQ,MOTHERSON,NSE,MOTHERSON
4244,HDFCAMC-EQ,HDFCAMC,NSE,HDFCAMC
4469,ELECTHERM-EQ,ELECTHERM,NSE,ELECTHERM
4598,HERITGFOOD-EQ,HERITGFOOD,NSE,HERITGFOOD
467,HDFCLIFE-EQ,HDFCLIFE,NSE,HDFCLIFE
471,OSWALGREEN-EQ,OSWALGREEN,NSE,OSWALGREEN
474,3MINDIA-EQ,3MINDIA,NSE,3MINDIA
4751,INDRAMEDCO-EQ,INDRAMEDCO,NSE,INDRAMEDCO
4957,GANGAFORGE-EQ,GANGAFORGE,NSE,GANGAFORGE
513,BOMDYEING-EQ,BOMDYEING,NSE,BOMDYEING
5142,CIGNITITEC-EQ,CIGNITITEC,NSE,CIGNITITEC
5239,MAHAPEXLTD-EQ,MAHAPEXLTD,NSE,MAHAPEXLTD
5258,INDUSINDBK-EQ,INDUSINDBK,NSE,INDUSINDBK
5279,ROLEXRINGS-EQ,ROLEXRINGS,NSE,ROLEXRINGS
5292,PRITIKAUTO-EQ,PRITIKAUTO,NSE,PRITIKAUTO
5306,FMCGIETF-EQ,FMCGIETF,NSE,FMCGIETF
5394,MOL-EQ,MOL,NSE,MOL
5475,GRSE-EQ,GRSE,NSE,GRSE
5507,SERVOTECH-EQ,SERVOTECH,NSE,SERVOTECH
5578,ACUTAAS-EQ,ACUTAAS,NSE,ACUTAAS
5585,VIJAYA-EQ,VIJAYA,NSE,VIJAYA
559,BSL-EQ,BSL,NSE,BSL
5610,ASTRAZEN-EQ,ASTRAZEN,NSE,ASTRAZEN
5631,PAR-EQ,PAR,NSE,PAR
5701,CUB-EQ,CUB,NSE,CUB
5751,SANSERA-EQ,SANSERA,NSE,SANSERA
5688,ARCHIES-EQ,ARCHIES,NSE,ARCHIES
6006,COASTCORP-EQ,COASTCORP,NSE,COASTCORP
6062,LICNETFGSC-EQ,LICNETFGSC,NSE,LICNETFGSC
6068,AIROLAM-EQ,AIROLAM,NSE,AIROLAM
6125,GOODLUCK-EQ,GOODLUCK,NSE,GOODLUCK
6227,DTIL-EQ,DTIL,NSE,DTIL
625,ABREL-EQ,ABREL,NSE,ABREL
6353,NIFTYETF-EQ,NIFTYETF,NSE,NIFTYETF
6385,CCHHL-EQ,CCHHL,NSE,CCHHL
6407,LAMBODHARA-EQ,LAMBODHARA,NSE,LAMBODHARA
6489,IRIS-EQ,IRIS,NSE,IRIS
6908,VISHNU-EQ,VISHNU,NSE,VISHNU
6973,DMCC-EQ,DMCC,NSE,DMCC
6994,BSOFT-EQ,BSOFT,NSE,BSOFT
701,HEMIPROP-EQ,HEMIPROP,NSE,HEMIPROP
703,DICIND-EQ,DICIND,NSE,DICIND
7390,SUPRIYA-EQ,SUPRIYA,NSE,SUPRIYA
7456,MIDQ50ADD-EQ,MIDQ50ADD,NSE,MIDQ50ADD
7480,BLUECOAST-EQ,BLUECOAST,NSE,BLUECOAST
756871,ENRIN-EQ,ENRIN,NSE,ENRIN
757031,MOINFRA-EQ,MOINFRA,NSE,MOINFRA
757455,SNXT30BEES-EQ,SNXT30BEES,NSE,SNXT30BEES
757791,MOGOLD-EQ,MOGOLD,NSE,MOGOLD
758002,SHANTIGOLD-EQ,SHANTIGOLD,NSE,SHANTIGOLD
758700,ARFIN-EQ,ARFIN,NSE,ARFIN
758863,LAXMIINDIA-EQ,LAXMIINDIA,NSE,LAXMIINDIA
758904,AONEGOLD-EQ,AONEGOLD,NSE,AONEGOLD
758958,STLNETWORK-EQ,STLNETWORK,NSE,STLNETWORK
759152,VMSTMT-EQ,VMSTMT,NSE,VMSTMT
759176,TIGERLOGS-EQ,TIGERLOGS,NSE,TIGERLOGS
759251,EPACKPEB-EQ,EPACKPEB,NSE,EPACKPEB
759256,BMWVENTLTD-EQ,BMWVENTLTD,NSE,BMWVENTLTD
759723,PWL-EQ,PWL,NSE,PWL
759769,ADVENTHTL-EQ,ADVENTHTL,NSE,ADVENTHTL
759780,ENERGY-EQ,ENERGY,NSE,ENERGY
759847,SHILCTECH-EQ,SHILCTECH,NSE,SHILCTECH
759880,TENNIND-EQ,TENNIND,NSE,TENNIND
759885,CHEMICAL-EQ,CHEMICAL,NSE,CHEMICAL
759978,MSCIADD-EQ,MSCIADD,NSE,MSCIADD
759992,AONETMMQ50-EQ,AONETMMQ50,NSE,AONETMMQ50
760178,GAUDIUMIVF-EQ,GAUDIUMIVF,NSE,GAUDIUMIVF
760247,ABSL10BANK-EQ,ABSL10BANK,NSE,ABSL10BANK
760300,LEMERITE-EQ,LEMERITE,NSE,LEMERITE
760356,MIDCAPADD-EQ,MIDCAPADD,NSE,MIDCAPADD
760599,NEXT50ADD-EQ,NEXT50ADD,NSE,NEXT50ADD
24533,OILIETF-EQ,OILIETF,NSE,OILIETF
24596,RELTD-EQ,RELTD,NSE,RELTD
2472,OILCOUNTUB-EQ,OILCOUNTUB,NSE,OILCOUNTUB
2475,ONGC-EQ,ONGC,NSE,ONGC
24777,OLAELEC-EQ,OLAELEC,NSE,OLAELEC
24798,GROWWEV-EQ,GROWWEV,NSE,GROWWEV
24814,FIRSTCRY-EQ,FIRSTCRY,NSE,FIRSTCRY
2492,SILGO-EQ,SILGO,NSE,SILGO
24924,ELGIRUBCO-EQ,ELGIRUBCO,NSE,ELGIRUBCO
24948,LTF-EQ,LTF,NSE,LTF
25,ADANIENT-EQ,ADANIENT,NSE,ADANIENT
25503,INDOUS-EQ,INDOUS,NSE,INDOUS
25597,MANBA-EQ,MANBA,NSE,MANBA
25634,ESSARSHPNG-EQ,ESSARSHPNG,NSE,ESSARSHPNG
25684,JISLDVREQS-EQ,JISLDVREQS,NSE,JISLDVREQS
25800,GARUDA-EQ,GARUDA,NSE,GARUDA
25835,VINCOFE-EQ,VINCOFE,NSE,VINCOFE
25855,AFFORDABLE-EQ,AFFORDABLE,NSE,AFFORDABLE
2616,SEAMECLTD-EQ,SEAMECLTD,NSE,SEAMECLTD
27061,ACMESOLAR-EQ,ACMESOLAR,NSE,ACMESOLAR
2708,PRAKASH-EQ,PRAKASH,NSE,PRAKASH
27079,KPEL-EQ,KPEL,NSE,KPEL
27107,SPECIALITY-EQ,SPECIALITY,NSE,SPECIALITY
28805,SANATHAN-EQ,SANATHAN,NSE,SANATHAN
28879,CARRARO-EQ,CARRARO,NSE,CARRARO
28960,UNIMECH-EQ,UNIMECH,NSE,UNIMECH
29025,INDOFARM-EQ,INDOFARM,NSE,INDOFARM
29075,SETL-EQ,SETL,NSE,SETL
2909,RICOAUTO-EQ,RICOAUTO,NSE,RICOAUTO
29146,NAVKARURB-EQ,NAVKARURB,NSE,NAVKARURB
29472,PROTEAN-EQ,PROTEAN,NSE,PROTEAN
29492,ORCHASP-EQ,ORCHASP,NSE,ORCHASP
2970,SURYODAY-EQ,SURYODAY,NSE,SURYODAY
2972,ORIENTELEC-EQ,ORIENTELEC,NSE,ORIENTELEC
2988,SANDESH-EQ,SANDESH,NSE,SANDESH
3009,KOHINOOR-EQ,KOHINOOR,NSE,KOHINOOR
30105,GOLD360-EQ,GOLD360,NSE,GOLD360
30109,SELECTIPO-EQ,SELECTIPO,NSE,SELECTIPO
3138,HONDAPOWER-EQ,HONDAPOWER,NSE,HONDAPOWER
3403,AJOONI-EQ,AJOONI,NSE,AJOONI
3512,TNTELE-EQ,TNTELE,NSE,TNTELE
3570,UCAL-EQ,UCAL,NSE,UCAL
3715,VLSFINANCE-EQ,VLSFINANCE,NSE,VLSFINANCE
3787,WIPRO-EQ,WIPRO,NSE,WIPRO
3807,VINEETLAB-EQ,VINEETLAB,NSE,VINEETLAB
3821,ZODIACLOTH-EQ,ZODIACLOTH,NSE,ZODIACLOTH
3918,NATCOPHARM-EQ,NATCOPHARM,NSE,NATCOPHARM
4136,BIOFILCHEM-EQ,BIOFILCHEM,NSE,BIOFILCHEM
4130,REGENCERAM-EQ,REGENCERAM,NSE,REGENCERAM
426,BHARATGEAR-EQ,BHARATGEAR,NSE,BHARATGEAR
4487,ALKYLAMINE-EQ,ALKYLAMINE,NSE,ALKYLAMINE
4503,MPHASIS-EQ,MPHASIS,NSE,MPHASIS
4525,DYNAMATECH-EQ,DYNAMATECH,NSE,DYNAMATECH
4684,SONACOMS-EQ,SONACOMS,NSE,SONACOMS
4732,SKMEGGPROD-EQ,SKMEGGPROD,NSE,SKMEGGPROD
4809,KCPSUGIND-EQ,KCPSUGIND,NSE,KCPSUGIND
4911,MADRASFERT-EQ,MADRASFERT,NSE,MADRASFERT
495,BLUEDART-EQ,BLUEDART,NSE,BLUEDART
761192,KRISHNADEF-EQ,KRISHNADEF,NSE,KRISHNADEF
761511,VALUE-EQ,VALUE,NSE,VALUE
762239,GSPCROP-EQ,GSPCROP,NSE,GSPCROP
7835,WEL-EQ,WEL,NSE,WEL
7848,BIL-EQ,BIL,NSE,BIL
8077,MIDCAP-EQ,MIDCAP,NSE,MIDCAP
8080,SILVERBEES-EQ,SILVERBEES,NSE,SILVERBEES
8153,MEGASTAR-EQ,MEGASTAR,NSE,MEGASTAR
8266,SOFTTECH-EQ,SOFTTECH,NSE,SOFTTECH
8341,CALSOFT-EQ,CALSOFT,NSE,CALSOFT
8477,XELPMOC-EQ,XELPMOC,NSE,XELPMOC
8506,MID150BEES-EQ,MID150BEES,NSE,MID150BEES
5049,CLEAN-EQ,CLEAN,NSE,CLEAN
5186,STYLAMIND-EQ,STYLAMIND,NSE,STYLAMIND
5407,CARTRADE-EQ,CARTRADE,NSE,CARTRADE
5501,YUKEN-EQ,YUKEN,NSE,YUKEN
5732,AXISCETF-EQ,AXISCETF,NSE,AXISCETF
578,LIKHITHA-EQ,LIKHITHA,NSE,LIKHITHA
5851,BANKNIFTY1-EQ,BANKNIFTY1,NSE,BANKNIFTY1
5900,AXISBANK-EQ,AXISBANK,NSE,AXISBANK
5911,PARAS-EQ,PARAS,NSE,PARAS
6141,PANSARI-EQ,PANSARI,NSE,PANSARI
6216,CAMLINFINE-EQ,CAMLINFINE,NSE,CAMLINFINE
6545,NYKAA-EQ,NYKAA,NSE,NYKAA
6596,SONATSOFTW-EQ,SONATSOFTW,NSE,SONATSOFTW
6713,MOLDTKPAC-EQ,MOLDTKPAC,NSE,MOLDTKPAC
6792,SBC-EQ,SBC,NSE,SBC
6836,FOCUS-EQ,FOCUS,NSE,FOCUS
6863,BAJAJHCARE-EQ,BAJAJHCARE,NSE,BAJAJHCARE
6951,LINC-EQ,LINC,NSE,LINC
7169,MICEL-EQ,MICEL,NSE,MICEL
7177,RATEGAIN-EQ,RATEGAIN,NSE,RATEGAIN
739,COROMANDEL-EQ,COROMANDEL,NSE,COROMANDEL
7374,STAR-EQ,STAR,NSE,STAR
7412,ALPHA-EQ,ALPHA,NSE,ALPHA
7425,HECPROJECT-EQ,HECPROJECT,NSE,HECPROJECT
756150,SILVER360-EQ,SILVER360,NSE,SILVER360
757102,BELRISE-EQ,BELRISE,NSE,BELRISE
757167,MONEXT50-EQ,MONEXT50,NSE,MONEXT50
757336,AEGISVOPAK-EQ,AEGISVOPAK,NSE,AEGISVOPAK
