token,symbol,name,exch_seg,clean_symbol
757781,TOP15IETF-EQ,TOP15IETF,NSE,TOP15IETF
757801,IGCL-EQ,IGCL,NSE,IGCL
757845,INDIQUBE-EQ,INDIQUBE,NSE,INDIQUBE
757953,EUROBOND-EQ,EUROBOND,NSE,EUROBOND
757885,ANTHEM-EQ,ANTHEM,NSE,ANTHEM
757955,PASHUPATI-EQ,PASHUPATI,NSE,PASHUPATI
758558,KALPATARU-EQ,KALPATARU,NSE,KALPATARU
758968,AHCL-EQ,AHCL,NSE,AHCL
759169,MWL-EQ,MWL,NSE,MWL
759210,TRUALT-EQ,TRUALT,NSE,TRUALT
759316,RUBICON-EQ,RUBICON,NSE,RUBICON
759368,FLEXIADD-EQ,FLEXIADD,NSE,FLEXIADD
759434,WEWORK-EQ,WEWORK,NSE,WEWORK
759448,SHREEJISPG-EQ,SHREEJISPG,NSE,SHREEJISPG
759587,STUDDS-EQ,STUDDS,NSE,STUDDS
759605,LENSKART-EQ,LENSKART,NSE,LENSKART
759719,GROWWMC150-EQ,GROWWMC150,NSE,GROWWMC150
759782,TMCV-EQ,TMCV,NSE,TMCV
759876,UTLSOLAR-EQ,UTLSOLAR,NSE,UTLSOLAR
760224,VIDYAWIRES-EQ,VIDYAWIRES,NSE,VIDYAWIRES
760229,MEESHO-EQ,MEESHO,NSE,MEESHO
760234,AEQUS-EQ,AEQUS,NSE,AEQUS
760259,WAKEFIT-EQ,WAKEFIT,NSE,WAKEFIT
760392,RUDRA-EQ,RUDRA,NSE,RUDRA
760438,GROWWMETAL-EQ,GROWWMETAL,NSE,GROWWMETAL
760923,KNAGRI-EQ,KNAGRI,NSE,KNAGRI
761153,SEDEMAC-EQ,SEDEMAC,NSE,SEDEMAC
761270,ALGOQUANT-EQ,ALGOQUANT,NSE,ALGOQUANT
761670,AMIRCHAND-EQ,AMIRCHAND,NSE,AMIRCHAND
761814,TCC-EQ,TCC,NSE,TCC
79,ALEMBICLTD-EQ,ALEMBICLTD,NSE,ALEMBICLTD
7919,BYKE-EQ,BYKE,NSE,BYKE
809,BSHSL-EQ,BSHSL,NSE,BSHSL
245,ADL-EQ,ADL,NSE,ADL
857,DHAMPURSUG-EQ,DHAMPURSUG,NSE,DHAMPURSUG
2463,MIDHANI-EQ,MIDHANI,NSE,MIDHANI
24781,BSLNIFTY-EQ,BSLNIFTY,NSE,BSLNIFTY
24847,GSEC10ABSL-EQ,GSEC10ABSL,NSE,GSEC10ABSL
24909,INTERARCH-EQ,INTERARCH,NSE,INTERARCH
24944,MODEFENCE-EQ,MODEFENCE,NSE,MODEFENCE
24966,SURAJLTD-EQ,SURAJLTD,NSE,SURAJLTD
25088,ASAHISONG-EQ,ASAHISONG,NSE,ASAHISONG
25468,PAISALO-EQ,PAISALO,NSE,PAISALO
25584,TRITURBINE-EQ,TRITURBINE,NSE,TRITURBINE
25907,WAAREEENER-EQ,WAAREEENER,NSE,WAAREEENER
25918,OCCLLTD-EQ,OCCLLTD,NSE,OCCLLTD
2664,PIDILITIND-EQ,PIDILITIND,NSE,PIDILITIND
27161,CINELINE-EQ,CINELINE,NSE,CINELINE
2739,PRSMJOHNSN-EQ,PRSMJOHNSN,NSE,PRSMJOHNSN
277,GICRE-EQ,GICRE,NSE,GICRE
27839,SAILIFE-EQ,SAILIFE,NSE,SAILIFE
28125,IKS-EQ,IKS,NSE,IKS
2844,RANEHOLDIN-EQ,RANEHOLDIN,NSE,RANEHOLDIN
28314,ANUHPHR-EQ,ANUHPHR,NSE,ANUHPHR
28859,PROZONER-EQ,PROZONER,NSE,PROZONER
29135,INDUSTOWER-EQ,INDUSTOWER,NSE,INDUSTOWER
2969,SAKHTISUG-EQ,SAKHTISUG,NSE,SAKHTISUG
2987,NAZARA-EQ,NAZARA,NSE,NAZARA
29872,GROWWN200-EQ,GROWWN200,NSE,GROWWN200
3002,WONDERLA-EQ,WONDERLA,NSE,WONDERLA
3018,SAURASHCEM-EQ,SAURASHCEM,NSE,SAURASHCEM
3022,SDL26BEES-EQ,SDL26BEES,NSE,SDL26BEES
3024,JINDALSAW-EQ,JINDALSAW,NSE,JINDALSAW
30392,NIF100IETF-EQ,NIF100IETF,NSE,NIF100IETF
30469,MID150-EQ,MID150,NSE,MID150
3078,SHANTIGEAR-EQ,SHANTIGEAR,NSE,SHANTIGEAR
3099,SHREDIGCEM-EQ,SHREDIGCEM,NSE,SHREDIGCEM
3127,UFBL-EQ,UFBL,NSE,UFBL
3172,GILT5YBEES-EQ,GILT5YBEES,NSE,GILT5YBEES
3252,SPIC-EQ,SPIC,NSE,SPIC
3291,STARPAPER-EQ,STARPAPER,NSE,STARPAPER
3357,SUPERSPIN-EQ,SUPERSPIN,NSE,SUPERSPIN
3387,SMLMAH-EQ,SMLMAH,NSE,SMLMAH
3456,TMPV-EQ,TMPV,NSE,TMPV
3475,THERMAX-EQ,THERMAX,NSE,THERMAX
3481,THOMASCOOK-EQ,THOMASCOOK,NSE,THOMASCOOK
3579,UNICHEMLAB-EQ,UNICHEMLAB,NSE,UNICHEMLAB
3721,TATACOMM-EQ,TATACOMM,NSE,TATACOMM
3736,WALCHANNAG-EQ,WALCHANNAG,NSE,WALCHANNAG
385,MAHLOG-EQ,MAHLOG,NSE,MAHLOG
399,NIACL-EQ,NIACL,NSE,NIACL
3799,WSTCSTPAPR-EQ,WSTCSTPAPR,NSE,WSTCSTPAPR
4040,EIMCOELECO-EQ,EIMCOELECO,NSE,EIMCOELECO
4064,CUBEXTUB-EQ,CUBEXTUB,NSE,CUBEXTUB
4235,WENDT-EQ,WENDT,NSE,WENDT
4344,PUNJABCHEM-EQ,PUNJABCHEM,NSE,PUNJABCHEM
425,KHADIM-EQ,KHADIM,NSE,KHADIM
436,IFGLEXPOR-EQ,IFGLEXPOR,NSE,IFGLEXPOR
48,HAPPSTMNDS-EQ,HAPPSTMNDS,NSE,HAPPSTMNDS
4745,BANKINDIA-EQ,BANKINDIA,NSE,BANKINDIA
4749,CONCOR-EQ,CONCOR,NSE,CONCOR
5108,KPIGREEN-EQ,KPIGREEN,NSE,KPIGREEN
5245,AAREYDRUGS-EQ,AAREYDRUGS,NSE,AAREYDRUGS
5528,KOTHARIPRO-EQ,KOTHARIPRO,NSE,KOTHARIPRO
5606,INTLCONV-EQ,INTLCONV,NSE,INTLCONV
583,CANFINHOME-EQ,CANFINHOME,NSE,CANFINHOME
592,GRAPHITE-EQ,GRAPHITE,NSE,GRAPHITE
6462,TECH-EQ,TECH,NSE,TECH
676,EXIDEIND-EQ,EXIDEIND,NSE,EXIDEIND
6782,NIPPOBATRY-EQ,NIPPOBATRY,NSE,NIPPOBATRY
6858,DHRUV-EQ,DHRUV,NSE,DHRUV
7109,JMA-EQ,JMA,NSE,JMA
7325,DCMSRIND-EQ,DCMSRIND,NSE,DCMSRIND
7353,SETFNN50-EQ,SETFNN50,NSE,SETFNN50
756324,NPST-EQ,NPST,NSE,NPST
756827,GROWWSLVR-EQ,GROWWSLVR,NSE,GROWWSLVR
757099,MOMGF-EQ,MOMGF,NSE,MOMGF
757431,MOPSE-EQ,MOPSE,NSE,MOPSE
757478,SCODATUBES-EQ,SCODATUBES,NSE,SCODATUBES
757814,GROWWNET-EQ,GROWWNET,NSE,GROWWNET
757834,RMDRIP-EQ,RMDRIP,NSE,RMDRIP
757817,MOMIDMTM-EQ,MOMIDMTM,NSE,MOMIDMTM
757862,EBGNG-EQ,EBGNG,NSE,EBGNG
758165,GROWWPOWER-EQ,GROWWPOWER,NSE,GROWWPOWER
758675,EFCIL-EQ,EFCIL,NSE,EFCIL
758853,SGFIN-EQ,SGFIN,NSE,SGFIN
759012,GANESHCP-EQ,GANESHCP,NSE,GANESHCP
759057,SAATVIKGL-EQ,SAATVIKGL,NSE,SAATVIKGL
759302,NIFTYCASE-EQ,NIFTYCASE,NSE,NIFTYCASE
759752,MODIS-EQ,MODIS,NSE,MODIS
759951,JARO-EQ,JARO,NSE,JARO
760,CGPOWER-EQ,CGPOWER,NSE,CGPOWER
760051,GROWWCAPM-EQ,GROWWCAPM,NSE,GROWWCAPM
760101,SKFINDUS-EQ,SKFINDUS,NSE,SKFINDUS
760116,GLOTTIS-EQ,GLOTTIS,NSE,GLOTTIS
760325,GOLDBND-EQ,GOLDBND,NSE,GOLDBND
760657,ADVAIT-EQ,ADVAIT,NSE,ADVAIT
760673,GROWWCHEM-EQ,GROWWCHEM,NSE,GROWWCHEM
760865,OMNI-EQ,OMNI,NSE,OMNI
760961,FRACTAL-EQ,FRACTAL,NSE,FRACTAL
761335,KOTYARK-EQ,KOTYARK,NSE,KOTYARK
761148,VITAL-EQ,VITAL,NSE,VITAL
761386,MARSONS-EQ,MARSONS,NSE,MARSONS
781,DALMIASUG-EQ,DALMIASUG,NSE,DALMIASUG
7780,BCONCEPTS-EQ,BCONCEPTS,NSE,BCONCEPTS
7886,MHLXMIRU-EQ,MHLXMIRU,NSE,MHLXMIRU
7942,SILVERIETF-EQ,SILVERIETF,NSE,SILVERIETF
8024,CINEVISTA-EQ,CINEVISTA,NSE,CINEVISTA
8163,SPENCERS-EQ,SPENCERS,NSE,SPENCERS
8182,MOMOMENTUM-EQ,MOMOMENTUM,NSE,MOMOMENTUM
8510,GATEWAY-EQ,GATEWAY,NSE,GATEWAY
8687,MUKTAARTS-EQ,MUKTAARTS,NSE,MUKTAARTS
24715,AKUMS-EQ,AKUMS,NSE,AKUMS
24735,RPEL-EQ,RPEL,NSE,RPEL
24742,CEIGALL-EQ,CEIGALL,NSE,CEIGALL
24823,MANCREDIT-EQ,MANCREDIT,NSE,MANCREDIT
24851,SUYOG-EQ,SUYOG,NSE,SUYOG
25080,MULTICAP-EQ,MULTICAP,NSE,MULTICAP
25162,EUREKAFORB-EQ,EUREKAFORB,NSE,EUREKAFORB
25252,KROSS-EQ,KROSS,NSE,KROSS
25262,TOLINS-EQ,TOLINS,NSE,TOLINS
25398,ARKADE-EQ,ARKADE,NSE,ARKADE
25492,ONELIFECAP-EQ,ONELIFECAP,NSE,ONELIFECAP
25608,INDOTHAI-EQ,INDOTHAI,NSE,INDOTHAI
25626,UYFINCORP-EQ,UYFINCORP,NSE,UYFINCORP
25672,DIFFNKG-EQ,DIFFNKG,NSE,DIFFNKG
25758,GROWWDEFNC-EQ,GROWWDEFNC,NSE,GROWWDEFNC
25786,KANANIIND-EQ,KANANIIND,NSE,KANANIIND
25844,HYUNDAI-EQ,HYUNDAI,NSE,HYUNDAI
2598,AMJLAND-EQ,AMJLAND,NSE,AMJLAND
2606,LEMONTREE-EQ,LEMONTREE,NSE,LEMONTREE
2649,PCBL-EQ,PCBL,NSE,PCBL
2709,MTARTECH-EQ,MTARTECH,NSE,MTARTECH
27075,LIQUIDPLUS-EQ,LIQUIDPLUS,NSE,LIQUIDPLUS
2837,RANASUG-EQ,RANASUG,NSE,RANASUG
2841,LXCHEM-EQ,LXCHEM,NSE,LXCHEM
2854,CRAFTSMAN-EQ,CRAFTSMAN,NSE,CRAFTSMAN
28378,IGIL-EQ,IGIL,NSE,IGIL
28899,KITEX-EQ,KITEX,NSE,KITEX
29098,DDEVPLSTIK-EQ,DDEVPLSTIK,NSE,DDEVPLSTIK
29256,DENTA-EQ,DENTA,NSE,DENTA
29284,VMART-EQ,VMART,NSE,VMART
29624,AJAXENGG-EQ,AJAXENGG,NSE,AJAXENGG
29907,GRN200INAV-EQ,GRN200INAV,NSE,GRN200INAV
3001,BSE500IETF-EQ,BSE500IETF,NSE,BSE500IETF
3010,AXISTECETF-EQ,AXISTECETF,NSE,AXISTECETF
30125,SAMMAANCAP-EQ,SAMMAANCAP,NSE,SAMMAANCAP
30323,ESSENTIA-EQ,ESSENTIA,NSE,ESSENTIA
30519,SNXT30INAV-EQ,SNXT30INAV,NSE,SNXT30INAV
30573,SMALL2INAV-EQ,SMALL2INAV,NSE,SMALL2INAV
30574,GRW150INAV-EQ,GRW150INAV,NSE,GRW150INAV
31017,THOMASCOTT-EQ,THOMASCOTT,NSE,THOMASCOTT
34,ADOR-EQ,ADOR,NSE,ADOR
338,BALMLAWRIE-EQ,BALMLAWRIE,NSE,BALMLAWRIE
3316,MODISONLTD-EQ,MODISONLTD,NSE,MODISONLTD
3411,TATAELXSI-EQ,TATAELXSI,NSE,TATAELXSI
3435,BBOX-EQ,BBOX,NSE,BBOX
3694,VINDHYATEL-EQ,VINDHYATEL,NSE,VINDHYATEL
3744,FINEORG-EQ,FINEORG,NSE,FINEORG
3812,ZEEL-EQ,ZEEL,NSE,ZEEL
3813,ARIHANTCAP-EQ,ARIHANTCAP,NSE,ARIHANTCAP
393,GLOBE-EQ,GLOBE,NSE,GLOBE
3834,BHARATRAS-EQ,BHARATRAS,NSE,BHARATRAS
4127,SAMBHAAV-EQ,SAMBHAAV,NSE,SAMBHAAV
4179,SUNDRMBRAK-EQ,SUNDRMBRAK,NSE,SUNDRMBRAK
4421,CREDITACC-EQ,CREDITACC,NSE,CREDITACC
4747,INDNIPPON-EQ,INDNIPPON,NSE,INDNIPPON
4566,RUCHINFRA-EQ,RUCHINFRA,NSE,RUCHINFRA
4843,SNOWMAN-EQ,SNOWMAN,NSE,SNOWMAN
4847,KIMS-EQ,KIMS,NSE,KIMS
4907,ENGINERSIN-EQ,ENGINERSIN,NSE,ENGINERSIN
5020,SVPGLOB-EQ,SVPGLOB,NSE,SVPGLOB
509,MAZDOCK-EQ,MAZDOCK,NSE,MAZDOCK
5097,ETERNAL-EQ,ETERNAL,NSE,ETERNAL
530,BPL-EQ,BPL,NSE,BPL
5162,TATVA-EQ,TATVA,NSE,TATVA
5313,UGROCAP-EQ,UGROCAP,NSE,UGROCAP
5516,JAIPURKURT-EQ,JAIPURKURT,NSE,JAIPURKURT
5622,CEMPRO-EQ,CEMPRO,NSE,CEMPRO
5948,SOUTHBANK-EQ,SOUTHBANK,NSE,SOUTHBANK
6040,EIFFL-EQ,EIFFL,NSE,EIFFL
6045,PASUPTAC-EQ,PASUPTAC,NSE,PASUPTAC
6051,CYBERTECH-EQ,CYBERTECH,NSE,CYBERTECH
6156,ARTNIRMAN-EQ,ARTNIRMAN,NSE,ARTNIRMAN
619,CENTENKA-EQ,CENTENKA,NSE,CENTENKA
6286,GULPOLY-EQ,GULPOLY,NSE,GULPOLY
634,IGARASHI-EQ,IGARASHI,NSE,IGARASHI
641,DNAMEDIA-EQ,DNAMEDIA,NSE,DNAMEDIA
6422,MANORG-EQ,MANORG,NSE,MANORG
6579,FINOPB-EQ,FINOPB,NSE,FINOPB
6656,POLICYBZR-EQ,POLICYBZR,NSE,POLICYBZR
6673,FOODSIN-EQ,FOODSIN,NSE,FOODSIN
6818,LATENTVIEW-EQ,LATENTVIEW,NSE,LATENTVIEW
6843,SMLT-EQ,SMLT,NSE,SMLT
7,AARTIIND-EQ,AARTIIND,NSE,AARTIIND
7016,SHIVALIK-EQ,SHIVALIK,NSE,SHIVALIK
708,SHRADHA-EQ,SHRADHA,NSE,SHRADHA
7083,STARHEALTH-EQ,STARHEALTH,NSE,STARHEALTH
7105,TEGA-EQ,TEGA,NSE,TEGA
7129,ZODIAC-EQ,ZODIAC,NSE,ZODIAC
7211,JETFREIGHT-EQ,JETFREIGHT,NSE,JETFREIGHT
7254,MEDPLUS-EQ,MEDPLUS,NSE,MEDPLUS
757989,CHEMBONDCH-EQ,CHEMBONDCH,NSE,CHEMBONDCH
758145,LOTUSDEV-EQ,LOTUSDEV,NSE,LOTUSDEV
758173,PROSTARM-EQ,PROSTARM,NSE,PROSTARM
758551,RAYMONDREL-EQ,RAYMONDREL,NSE,RAYMONDREL
758941,CPEDU-EQ,CPEDU,NSE,CPEDU
758952,ELM250-EQ,ELM250,NSE,ELM250
759093,SHRINGARMS-EQ,SHRINGARMS,NSE,SHRINGARMS
759311,CRAMC-EQ,CRAMC,NSE,CRAMC
759411,OMFREIGHT-EQ,OMFREIGHT,NSE,OMFREIGHT
759797,EUROPRATIK-EQ,EUROPRATIK,NSE,EUROPRATIK
759806,GROWW-EQ,GROWW,NSE,GROWW
759998,ENIFTY-EQ,ENIFTY,NSE,ENIFTY
760183,CLEANMAX-EQ,CLEANMAX,NSE,CLEANMAX
760359,SMALLADD-EQ,SMALLADD,NSE,SMALLADD
760412,DIVIDEND-EQ,DIVIDEND,NSE,DIVIDEND
760482,TWCGOLDETF-EQ,TWCGOLDETF,NSE,TWCGOLDETF
760594,BUILDPRO-EQ,BUILDPRO,NSE,BUILDPRO
760709,NEXT50ETF-EQ,NEXT50ETF,NSE,NEXT50ETF
761025,GICL-EQ,GICL,NSE,GICL
761364,BANK10ADD-EQ,BANK10ADD,NSE,BANK10ADD
761821,AARNAV-EQ,AARNAV,NSE,AARNAV
772,DABUR-EQ,DABUR,NSE,DABUR
7851,RAMCOSYS-EQ,RAMCOSYS,NSE,RAMCOSYS
7979,MAKEINDIA-EQ,MAKEINDIA,NSE,MAKEINDIA
8083,CROWN-EQ,CROWN,NSE,CROWN
8311,BLUESTARCO-EQ,BLUESTARCO,NSE,BLUESTARCO
8413,MIDCAPETF-EQ,MIDCAPETF,NSE,MIDCAPETF
8632,LOWVOL1-EQ,LOWVOL1,NSE,LOWVOL1
8529,GMRP&UI-EQ,GMRP&UI,NSE,GMRP&UI
8591,AKSHOPTFBR-EQ,AKSHOPTFBR,NSE,AKSHOPTFBR
8614,INDOBORAX-EQ,INDOBORAX,NSE,INDOBORAX
8654,MOLOWVOL-EQ,MOLOWVOL,NSE,MOLOWVOL
8806,SONAMLTD-EQ,SONAMLTD,NSE,SONAMLTD
9111,ARVINDFASN-EQ,ARVINDFASN,NSE,ARVINDFASN
919,EIHOTEL-EQ,EIHOTEL,NSE,EIHOTEL
936,DPABHUSHAN-EQ,DPABHUSHAN,NSE,DPABHUSHAN
937,ELGIEQUIP-EQ,ELGIEQUIP,NSE,ELGIEQUIP
9356,MSTCLTD-EQ,MSTCLTD,NSE,MSTCLTD
9819,HAVELLS-EQ,HAVELLS,NSE,HAVELLS
8727,SHAILY-EQ,SHAILY,NSE,SHAILY
881,DRREDDY-EQ,DRREDDY,NSE,DRREDDY
8827,AVROIND-EQ,AVROIND,NSE,AVROIND
8842,UMAEXPORTS-EQ,UMAEXPORTS,NSE,UMAEXPORTS
8866,CHOICEIN-EQ,CHOICEIN,NSE,CHOICEIN
896,KHAICHEM-EQ,KHAICHEM,NSE,KHAICHEM
913,EQUITASBNK-EQ,EQUITASBNK,NSE,EQUITASBNK
9116,INDOAMIN-EQ,INDOAMIN,NSE,INDOAMIN
9288,KRITIKA-EQ,KRITIKA,NSE,KRITIKA
9348,IOB-EQ,IOB,NSE,IOB
9558,AKSHAR-EQ,AKSHAR,NSE,AKSHAR
9867,NEXTMEDIA-EQ,NEXTMEDIA,NSE,NEXTMEDIA
9889,SMARTLINK-EQ,SMARTLINK,NSE,SMARTLINK
9897,AIRAN-EQ,AIRAN,NSE,AIRAN
8882,TNIDETF-EQ,TNIDETF,NSE,TNIDETF
9046,AGROPHOS-EQ,AGROPHOS,NSE,AGROPHOS
926,ORCHPHARMA-EQ,ORCHPHARMA,NSE,ORCHPHARMA
9253,NILAINFRA-EQ,NILAINFRA,NSE,NILAINFRA
940,PGHL-EQ,PGHL,NSE,PGHL
9385,PNCINFRA-EQ,PNCINFRA,NSE,PNCINFRA
9384,CREATIVEYE-EQ,CREATIVEYE,NSE,CREATIVEYE
9552,RVNL-EQ,RVNL,NSE,RVNL
9553,PRUDENT-EQ,PRUDENT,NSE,PRUDENT
9581,METROPOLIS-EQ,METROPOLIS,NSE,METROPOLIS
9590,POLYCAB-EQ,POLYCAB,NSE,POLYCAB
9667,MEDICO-EQ,MEDICO,NSE,MEDICO
9685,TRIDENT-EQ,TRIDENT,NSE,TRIDENT
9810,AETHER-EQ,AETHER,NSE,AETHER
8797,OBCL-EQ,OBCL,NSE,OBCL
910,EICHERMOT-EQ,EICHERMOT,NSE,EICHERMOT
9014,ANUP-EQ,ANUP,NSE,ANUP
9158,BALAJITELE-EQ,BALAJITELE,NSE,BALAJITELE
9309,STLTECH-EQ,STLTECH,NSE,STLTECH
9592,VENUSPIPES-EQ,VENUSPIPES,NSE,VENUSPIPES
9617,SPLPETRO-EQ,SPLPETRO,NSE,SPLPETRO
9741,PARADEEP-EQ,PARADEEP,NSE,PARADEEP
9917,NEOGEN-EQ,NEOGEN,NSE,NEOGEN
9939,ONEPOINT-EQ,ONEPOINT,NSE,ONEPOINT
10048,ICICI5INAV-EQ,ICICI5INAV,NSE,ICICI5INAV
1023,FEDERALBNK-EQ,FEDERALBNK,NSE,FEDERALBNK
10181,BALKRISHNA-EQ,BALKRISHNA,NSE,BALKRISHNA
10276,KAYA-EQ,KAYA,NSE,KAYA
10440,LUPIN-EQ,LUPIN,NSE,LUPIN
10447,UNITDSPR-EQ,UNITDSPR,NSE,UNITDSPR
10473,POWERMECH-EQ,POWERMECH,NSE,POWERMECH
10557,NAVKARCORP-EQ,NAVKARCORP,NSE,NAVKARCORP
10578,MPSLTD-EQ,MPSLTD,NSE,MPSLTD
1073,FOSECOIND-EQ,FOSECOIND,NSE,FOSECOIND
10793,SYRMA-EQ,SYRMA,NSE,SYRMA
10825,MOVALUE-EQ,MOVALUE,NSE,MOVALUE
10786,NOIDATOLL-EQ,NOIDATOLL,NSE,NOIDATOLL
1085,GABRIEL-EQ,GABRIEL,NSE,GABRIEL
10865,GVPTECH-EQ,GVPTECH,NSE,GVPTECH
11006,LIQUIDBEES-EQ,LIQUIDBEES,NSE,LIQUIDBEES
11039,DCMNVL-EQ,DCMNVL,NSE,DCMNVL
11060,KSOLVES-EQ,KSOLVES,NSE,KSOLVES
11155,CNL-EQ,CNL,NSE,CNL
11220,VARDHACRLC-EQ,VARDHACRLC,NSE,VARDHACRLC
11253,WELSPUNLIV-EQ,WELSPUNLIV,NSE,WELSPUNLIV
10028,ICICI2INAV-EQ,ICICI2INAV,NSE,ICICI2INAV
10155,SETF10INAV-EQ,SETF10INAV,NSE,SETF10INAV
10227,MANORAMA-EQ,MANORAMA,NSE,MANORAMA
10277,NGLFINE-EQ,NGLFINE,NSE,NGLFINE
10343,RADHIKAJWE-EQ,RADHIKAJWE,NSE,RADHIKAJWE
10577,KRBL-EQ,KRBL,NSE,KRBL
10580,TCI-EQ,TCI,NSE,TCI
10619,HDFCNEXT50-EQ,HDFCNEXT50,NSE,HDFCNEXT50
10690,NIFTYQLITY-EQ,NIFTYQLITY,NSE,NIFTYQLITY
10723,INFRAIETF-EQ,INFRAIETF,NSE,INFRAIETF
10733,SPORTKING-EQ,SPORTKING,NSE,SPORTKING
1076,ZENSARTECH-EQ,ZENSARTECH,NSE,ZENSARTECH
10768,OAL-EQ,OAL,NSE,OAL
11065,NATHBIOGEN-EQ,NATHBIOGEN,NSE,NATHBIOGEN
10993,INDORAMA-EQ,INDORAMA,NSE,INDORAMA
11193,AXISILVER-EQ,AXISILVER,NSE,AXISILVER
11212,SHK-EQ,SHK,NSE,SHK
1127,GHCL-EQ,GHCL,NSE,GHCL
11226,BAGFILMS-EQ,BAGFILMS,NSE,BAGFILMS
10134,MID150INAV-EQ,MID150INAV,NSE,MID150INAV
1044,AXISBNKETF-EQ,AXISBNKETF,NSE,AXISBNKETF
10568,RAMAPHO-EQ,RAMAPHO,NSE,RAMAPHO
10676,MNC-EQ,MNC,NSE,MNC
10876,HDFCSILVER-EQ,HDFCSILVER,NSE,HDFCSILVER
10999,MARUTI-EQ,MARUTI,NSE,MARUTI
11233,SUVEN-EQ,SUVEN,NSE,SUVEN
11399,SALZERELEC-EQ,SALZERELEC,NSE,SALZERELEC
1011,SCHAEFFLER-EQ,SCHAEFFLER,NSE,SCHAEFFLER
10074,EMAMIPAP-EQ,EMAMIPAP,NSE,EMAMIPAP
10176,SETFNIF50-EQ,SETFNIF50,NSE,SETFNIF50
1038,FINCABLES-EQ,FINCABLES,NSE,FINCABLES
10310,AURUM-EQ,AURUM,NSE,AURUM
10453,SATIN-EQ,SATIN,NSE,SATIN
10511,NIFTYBETA-EQ,NIFTYBETA,NSE,NIFTYBETA
10515,SENSEXBETA-EQ,SENSEXBETA,NSE,SENSEXBETA
10588,SHREEPUSHK-EQ,SHREEPUSHK,NSE,SHREEPUSHK
10599,GUJGASLTD-EQ,GUJGASLTD,NSE,GUJGASLTD
10822,MOQUALITY-EQ,MOQUALITY,NSE,MOQUALITY
10893,DBOL-EQ,DBOL,NSE,DBOL
10905,GENESYS-EQ,GENESYS,NSE,GENESYS
11037,BANKIETF-EQ,BANKIETF,NSE,BANKIETF
11045,SATIA-EQ,SATIA,NSE,SATIA
11256,JAIBALAJI-EQ,JAIBALAJI,NSE,JAIBALAJI
11271,DREDGECORP-EQ,DREDGECORP,NSE,DREDGECORP
1134,APOLLO-EQ,APOLLO,NSE,APOLLO
11297,SIL-EQ,SIL,NSE,SIL
11374,TIPSFILMS-EQ,TIPSFILMS,NSE,TIPSFILMS
11377,MAHABANK-EQ,MAHABANK,NSE,MAHABANK
100,ARE&M-EQ,ARE&M,NSE,ARE&M
10004,DSPN50INAV-EQ,DSPN50INAV,NSE,DSPN50INAV
10243,SYNGENE-EQ,SYNGENE,NSE,SYNGENE
10346,DGCONTENT-EQ,DGCONTENT,NSE,DGCONTENT
10417,DYCL-EQ,DYCL,NSE,DYCL
10583,HDF100INAV-EQ,HDF100INAV,NSE,HDF100INAV
10637,OLECTRA-EQ,OLECTRA,NSE,OLECTRA
10666,PNB-EQ,PNB,NSE,PNB
10717,TEAMGTY-EQ,TEAMGTY,NSE,TEAMGTY
10755,APTECHT-EQ,APTECHT,NSE,APTECHT
10794,CANBK-EQ,CANBK,NSE,CANBK
10922,OMAXAUTO-EQ,OMAXAUTO,NSE,OMAXAUTO
11050,SIRCA-EQ,SIRCA,NSE,SIRCA
11058,SECURKLOUD-EQ,SECURKLOUD,NSE,SECURKLOUD
11072,AGRITECH-EQ,AGRITECH,NSE,AGRITECH
11082,LIBAS-EQ,LIBAS,NSE,LIBAS
11236,JSL-EQ,JSL,NSE,JSL
11293,UNIENTER-EQ,UNIENTER,NSE,UNIENTER
11351,PETRONET-EQ,PETRONET,NSE,PETRONET
11369,TTKHLTCARE-EQ,TTKHLTCARE,NSE,TTKHLTCARE
11386,PVTBANIETF-EQ,PVTBANIETF,NSE,PVTBANIETF
1129,GTECJAINX-EQ,GTECJAINX,NSE,GTECJAINX
11301,LUXIND-EQ,LUXIND,NSE,LUXIND
11423,DATAMATICS-EQ,DATAMATICS,NSE,DATAMATICS
11355,PTC-EQ,PTC,NSE,PTC
11373,BIOCON-EQ,BIOCON,NSE,BIOCON
11411,RKFORGE-EQ,RKFORGE,NSE,RKFORGE
11435,SPANDANA-EQ,SPANDANA,NSE,SPANDANA
11471,EXCELINDUS-EQ,EXCELINDUS,NSE,EXCELINDUS
11483,LT-EQ,LT,NSE,LT
11496,AMBICAAGAR-EQ,AMBICAAGAR,NSE,AMBICAAGAR
11549,TEXINFRA-EQ,TEXINFRA,NSE,TEXINFRA
11654,LALPATHLAB-EQ,LALPATHLAB,NSE,LALPATHLAB
1168,GMBREW-EQ,GMBREW,NSE,GMBREW
11689,SUPRAJIT-EQ,SUPRAJIT,NSE,SUPRAJIT
11840,NH-EQ,NH,NSE,NH
1200,ESG-EQ,ESG,NSE,ESG
1204,PRAXIS-EQ,PRAXIS,NSE,PRAXIS
12809,HYBRIDFIN-EQ,HYBRIDFIN,NSE,HYBRIDFIN
12841,11NSETEST-EQ,11NSETEST,NSE,11NSETEST
13057,UNIPARTS-EQ,UNIPARTS,NSE,UNIPARTS
13072,IIFLCAPS-EQ,IIFLCAPS,NSE,IIFLCAPS
13086,AIAENG-EQ,AIAENG,NSE,AIAENG
